State,County_FIPS,Nearby_Station_Identifiers_(USAF_WBAN),County_Name
NJ,34023,720407462|72040799999|720581178|72058199999|72224754785|72224799999|72407493780|72407499999|72407754779|72407799999|7240844739|72408454760|72408499999|72408799999|72409014780|72409454743|72409499999|72409514792|72409599999|72409614706|72409699999|72409754738|72409799999|72409999999|72410499999|72502014734|72502594741|72502599999|72502699999|74590099999|74902299999|74910999999|99727199999|99728099999|99728999999|99743999999|99768799999|99769899999|99774399999|99834299999|99842899999|999999178|9999994739|9999994783|99999914734|99999914780|99999914792|99999994741,Middlesex County
OH,39061,72224963887|72427653859|72427699999|72429613841|72429699999|72429793812|72521753855|72521799999|999999458,Hamilton County
WA,53061,69023024255|72027294282|72027299999|72074924255|72793494248|72793499999|72793524234|72793599999|72793724222|72793799999|72793999999|7279454205|72794599999|72796499999|72796599999|72797524255|72797999999|74200499999|74200699999|74206599999|74206699999|74207699999|74918599999|99401499999|99402599999|99435099999|99800799999|9999994223|99999924234|99999924244|99999924255|99999924281|99999994290|99999994297|A0002694297,Snohomish County
OR,41051,69033099999|72075399999|7268364201|72683699999|72688194273|72688199999|72695994281|72695999999|72698024229|72698524242|72698599999|72698694261|72698699999|72698794204|72698799999|99780199999|99999924229,Multnomah County
MA,25025,72225664774|72505914702|72505999999|72506454769|72506499999|72506594726|72506599999|72506854777|72506899999|72507364708|72507399999|72507699999|72508854733|72508899999|72509014739|72509499999|72509594746|72509699999|72509714790|72509854704|72509899999|72509999999|72510094746|7251074780|72510799999|72605499999|72606799999|72606899999|72606999999|74490014702|74490099999|74490494723|74490499999|7449054779|74490714753|99242099999|99427099999|99497199999|99714099999|99727399999|99727899999|99727999999|9999994769|9999994780|99999914702|99999914753|99999914781|99999914789|99999914790|99999994746,Suffolk County
NJ,34013,720581178|72058199999|72224754785|72224799999|72407754779|72407799999|7240844739|72408454760|72408499999|72408799999|72409454743|72409499999|72409514792|72409599999|72409754738|72409799999|72409999999|72410499999|72502014734|72502594741|72502599999|72502699999|74000154793|74000199999|74902299999|74910999999|99718699999|99727199999|99728099999|99728999999|99743999999|99774399999|99842899999|999999178|9999994739|9999994783|99999914734|99999914792|99999994741,Essex County
OK,40109,72035753993|72035799999|72035853999|72035923902|720628215|72062899999|72207153935|72207199999|72209953936|72209999999|72218793911|72218799999|72353013967|72353753913|72353799999|72354013919|72354099999|7235443954|72354499999|7235453965|72354599999|7235703948|72357099999|9999993948|99999913919|99999913967|99999953926|99999953927|99999993908,Oklahoma County
TX,48157,72027312981|72027399999|720594188|72059499999|720617208|720637223|72235112953|72235199999|72241399999|72242699999|72242712975|72242799999|72242953910|72242999999|72243012960|72243399999|72243512918|72243599999|72243612906|72243699999|72243799999|72244012918|72252712976|72252799999|72254312977|72254399999|99736299999|99737099999|99818199999|99818999999|99848199999|99999912918|99999912945|99999912960,Fort Bend County
MA,25009,72225664774|72505914702|72505999999|72507699999|72508854733|72508899999|72509014739|72509499999|72509699999|72509714790|72509854704|72509899999|72509999999|7251074780|72510799999|72603799999|72605499999|72605899999|72606799999|74490014702|74490099999|74490494723|74490499999|7449054779|74490714753|99242099999|99427099999|99497199999|99714099999|99715099999|9999994769|9999994780|99999914702|99999914753|99999914781|99999914789|99999914790,Essex County
KY,21111,72044699999|72045199999|72423093821|72423353841|72423399999|72423513810|72423599999|72424013807|72424099999|99999993821,Jefferson County
CA,6081,720646228|72492723285|72492799999|72493023230|72493099999|72493593228|72493599999|72493623254|72493723289|72493799999|72493893231|72493899999|72493999999|72494023234|72494399999|72494523293|72494693232|72494699999|72494799999|72495023250|72495023254|72495623211|72495899999|72585093228|74013499999|74016499999|74503999999|74504099999|74504599999|74505823277|74505899999|74506023239|74506599999|74509023244|74509099999|74509599999|74509699999|74509799999|74918199999|749484395|99241099999|99248099999|99264099999|99401699999|99403399999|99403499999|99403699999|99404199999|99737599999|99739299999|99773499999|99816299999|99816399999|99819799999|99847499999|99847599999|99847699999|99847799999|99847899999|99847999999|99849699999|99999923230|99999923234|99999923239|99999923242|99999923244|99999923250|99999923254|99999923272|99999923293|99999993211|99999993228,San Mateo County
GA,13067,720674249|720714252|722109355|72210999999|72215099999|72215653873|72215699999|72217653884|72217699999|72218553838|72218599999|72219013874|7221953888|72219599999|72219653863|72219699999|72219753819|72219799999|72227013864|72227099999|72227399999|72320093801|72320099999|74780863803|74780899999|74781263813|74781299999|99999913864|99999913874|99999993801|99999993830|A0001163848,Cobb County
FL,12071,72104199999|72203412812|72203499999|72203812897|72203899999|72210599999|72210612835|72210812894|72210899999|72474199999|74904699999|99400699999|99734699999|99735199999|99800899999|99999912835|99999992827,Lee County
GA,13089,720714252|72089799999|720966339|722109355|72210999999|72215099999|72215653873|72215699999|72217653884|72217699999|72218553838|72218599999|72219013874|7221953888|72219599999|72219653863|72219699999|72219753819|72219799999|72227013864|72227099999|72227399999|74780863803|74780899999|7478093832|74780999999|74781263813|74781299999|749483394|74948399999|99999913864|99999913874|99999963850|99999993830|A0001163848,DeKalb County
CA,6077,720576174|72057699999|720615206|72068199999|72482893241|72482899999|72483023232|72483323206|72483399999|72483523206|72492023237|72492523240|72492623258|72492723285|72492799999|72493599999|72493623254|72495023250|72495023254|72495899999|74492599999|74516023202|74516099999|74516599999|74918099999|99403499999|99801199999|99847599999|99847899999|99999923202|99999923232|99999923237|99999923240|99999923242|99999923254|99999923271,San Joaquin County
NY,36055,72498894704|72498899999|72519454778|72519499999|72523094704|72523099999|72529014768|72529599999|99719099999|99800999999|99826799999|9999994727|99999914768|99999994704,Monroe County
CO,8031,720385419|72038599999|720533160|720534161|72053499999|720538164|7221553040|72215599999|72466693067|72466699999|7246703017|72467999999|72469023062|72469099999|724694450|72469499999|72469523036|72469599999|7246993065|72469999999|72476824051|72476899999|72476994035|72476999999|7256503017|99999923012|99999923036|99999923062|99999953007|99999993032|99999994075,Denver County
CO,8041,72042499999|72052499999|72064199999|72064299999|720852280|7221553040|72215599999|7228173068|72464093058|72466093037|72466399999|72468094015|72468099999|74531093065|74531099999|9999993088|99999923068|99999953007|99999993037,El Paso County
FL,12105,72037392824|72037492825|721042486|72201192813|72201199999|72201712876|72201799999|72202192816|72202199999|72205012815|72205312841|72205399999|72210099999|72211912883|72211999999|72212312809|72212399999|72474299999|74788099999|74793112876|74796012804|74796099999|74904599999|74904799999|99735799999|99779199999|99824199999|99824499999|99826999999|99999912815|99999912841,Polk County
MA,25021,72225664774|72505914702|72505999999|72506454769|72506499999|72506594726|72506599999|72506854777|72506899999|72507699999|72508854733|72508899999|72509014739|72509499999|72509594746|72509714790|72509854704|72509899999|72509999999|72510094746|7251074780|72510799999|72605499999|72606799999|72606999999|74490014702|74490099999|74490494723|74490499999|7449054779|74490714753|99242099999|99497199999|99714099999|99727399999|99727899999|99727999999|99728599999|99728899999|9999994769|9999994780|99999914702|99999914753|99999914781|99999914789|99999914790|99999994746,Norfolk County
DC,11001,72404899999|99440099999|99729699999|99731299999|99731499999|99999993738,District of Columbia
MO,29095,72030653879|72030699999|72040299999|72047899999|721045354|72104599999|722367363|72236799999|7244603947|72446113988|72446313988|72446399999|7244663929|72446699999|72446713930|72446799999|9999993929|9999993947|99999913930|99999913988|99999993995,Jackson County
IL,17097,7220754871|72207599999|72241799999|72241899999|72530094846|72530594892|72530599999|72530614855|72530699999|72530799999|72533999999|72534014819|72534499999|72534694866|72534699999|72534714880|72534799999|7253484831|72640799999|74465099999|7446554808|74465599999|7446654838|74466599999|99299099999|99725599999|99733899999|99773599999|99849799999|99849999999|99999914810|99999914819|99999914855|99999994846|99999994866,Lake County
TN,47037,72077599999|7220723894|72207299999|723249463|72327013897|72327199999|72327313827|72327399999|72327599999|7232803894|74672099999|74908399999|99999913897,Davidson County
IL,17197,7201374867|72013799999|7221264879|72212699999|7221274880|72212799999|7221714889|72217199999|72241799999|72241899999|72530094846|72530594892|72530599999|72530614855|72530699999|72530799999|72533999999|72534014819|72534499999|72534514834|72534599999|72534694866|72534699999|7253484831|72534899999|74460099999|74465099999|7446554808|74465599999|7446654838|74466599999|99725599999|99733899999|99849799999|99849999999|99999914810|99999914819|99999914834|99999914855|99999994846|99999994866,Will County
NM,35001,72072499999|72077299999|7236473034|72364799999|72365023050|72365399999|72365599999|9999993033|9999993048|9999993097|99999923050|99999923056,Bernalillo County
NJ,34017,720581178|72058199999|72224754785|72224799999|72407754779|72407799999|7240844739|72408454760|72408499999|72408799999|72409454743|72409499999|72409599999|72409754738|72409799999|72409999999|72410499999|72502014734|72502594741|72502599999|72502699999|74000154793|74000199999|74902299999|74910999999|99718699999|99727199999|99728099999|99728999999|99743999999|99774399999|99842899999|999999178|9999994739|9999994783|99999914734|99999994741,Hudson County
AL,1073,72050499999|720505156|72050799999|72050899999|72203163839|72203199999|72228013876|72228693806|72228699999|7222903881|72229099999|72230053864|72230099999|72637899999|9999993881|9999993883|99999913876|99999963839|99999963867|99999973801|99999973803|99999993806,Jefferson County
MI,26081,7202844877|72028499999|720415140|72041599999|72066199999|7253944839|72539499999|72540554816|72540599999|72541614864|72541699999|72635094860|72636014840|72636699999|99734199999|99840799999|99999914830|99999914840|99999994860|A07359240,Kent County
OK,40143,72035753993|72035799999|720561467|72209153940|72209199999|72216453949|72216499999|72355693953|72355699999|72356013968|72356453908|72356499999|7235653959|72356599999|72356799999,Tulsa County
CO,8005,720534161|72053499999|7221553040|72215599999|72466593010|72466599999|72466693067|72466699999|7246703017|72469023062|72469099999|724694450|72469499999|72469523036|72469599999|7246993065|72469999999|7256503017|9999993093|99999923012|99999923036|99999923062|99999993032,Arapahoe County
RI,44007,72215114794|72215199999|72505464710|72505699999|72505894793|72505899999|72507014765|72507454752|72507499999|72507799999|72507899999|72507914787|72507999999|72605499999|99208099999|99414099999|99497199999|99727799999|99727899999|99727999999|99728599999|99728899999|99729499999|99800499999|99999914765|99999914788|99999914799|99999954796|99999954797,Providence County
PA,42017,72030464752|72030499999|72032464753|72032499999|720408136|72040899999|72408013739|72408594732|72408599999|72408614793|72510114712|72510314712|72510399999|72510954782|72510999999|72511354786|72511399999|72517014737|72517199999|99728699999|99768799999|99769899999|99826599999|99834299999|9999993761|99999913739|99999913771|99999914737|99999914793|99999994732,Bucks County
UT,49049,72056599999|72057299999|72472599999|72572024127|72572399999|72572424174|72572499999|9999994133|9999994143|99999924122|99999953167|A000284116,Utah County
